,sentences1,sentences2,is_similar
360,A dog is chasing another and is holding a stick in its mouth,Two dogs are running and carrying an object in their mouths,1
361,A dirty soccer ball is rolling into a goal net,A soccer ball is rolling into a goal net,1
362,A soccer ball is not rolling into a goal net,A soccer ball is rolling into a goal net,1
363,A person who plays soccer is kicking a ball into the goal,A soccer player is kicking a ball into the goal,1
364,A soccer player is kicking a ball out of the goal,A soccer player is kicking a ball into the goal,1
365,A person who plays soccer is kicking a ball into the goal,A soccer ball is rolling into a goal net,1
366,A soccer ball is rolling into a goal net,A soccer player is kicking a ball out of the goal,1
367,A dirty soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,1
368,A soccer player is kicking a ball into the goal,A soccer ball is not rolling into a goal net,1
369,A soccer ball is rolling into a goal net,A soccer player is kicking a ball into the goal,1
370,A man is resting on a chair and rubbing his eyes,A man is sitting on a chair and rubbing his eyes,1
371,A man is sitting on a chair and rubbing his eyes,There is no man sitting on a chair and rubbing his eyes,1
372,A man with tattoos is lounging on a couch and holding a pencil,A tattooed man is on a sofa and is holding a pencil,1
373,A man with tattoos is lounging on a couch and holding a pencil,A man with tattoos is lounging on a couch and is looking for a pencil,1
374,A man with tattoos is holding a couch with a pencil,A man with tattoos is lounging on a couch and holding a pencil,1
375,A man is sitting on a chair and rubbing his eyes,A tattooed man is on a sofa and is holding a pencil,0
376,A man is sitting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and is looking for a pencil,0
377,A man with tattoos is holding a couch with a pencil,A man is sitting on a chair and rubbing his eyes,0
378,A man is resting on a chair and rubbing his eyes,A man with tattoos is lounging on a couch and holding a pencil,1
379,A man with tattoos is lounging on a couch and holding a pencil,There is no man sitting on a chair and rubbing his eyes,0
380,A man with tattoos is lounging on a couch and holding a pencil,A man is sitting on a chair and rubbing his eyes,0
381,A brown and white dog is running through the tall grass,A brown and white dog is moving through the wild grass,1
382,A brown and white dog is resting in the grass,A brown and white dog is running through the tall grass,1
383,A white and tan dog is running through the tall and green grass,A white and tan dog is running through a field,1
384,A black and tan dog is running through the low and green grass,A white and tan dog is running through the tall and green grass,1
385,A white and tan dog is running through a field,A brown and white dog is running through the tall grass,1
386,A brown and white dog is running through the tall grass,A black and tan dog is running through the low and green grass,1
387,A brown and white dog is moving through the wild grass,A white and tan dog is running through the tall and green grass,1
388,A white and tan dog is running through the tall and green grass,A brown and white dog is resting in the grass,1
389,A white and tan dog is running through the tall and green grass,A brown and white dog is running through the tall grass,1
390,A man with paint covered clothes is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,1
391,There is no man wearing clothes that are covered with paint or is sitting outside in a busy area writing something,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,1
392,A sitting man is busy writing something in an area covered by paint,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,1
393,A man is sitting near a bike and is writing a note,A man is standing near a bike and is writing on a piece paper,1
394,A man is sitting near a bike and is writing a note,There is no man writing a note near a bike,1
395,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,A man is standing near a bike and is writing on a piece paper,1
396,There is no man writing a note near a bike,A man is wearing clothes that are covered with paint and is sitting outside in a busy area writing something,1
